filename,value,digits,length,width,height,box
379.png,392,"[3, 9, 2]",3,61,23,"[17, 4, 45, 21]"
380.png,15,"[1, 5]",2,77,47,"[9, 8, 60, 40]"
381.png,973,"[9, 7, 3]",3,69,41,"[8, 11, 52, 32]"
382.png,175,"[1, 7, 5]",3,50,40,"[9, 9, 34, 31]"
383.png,240,"[2, 4, 0]",3,101,50,"[12, 1, 71, 50]"
384.png,167,"[1, 6, 7]",3,54,37,"[9, 5, 41, 30]"
385.png,255,"[2, 5, 5]",3,84,49,"[15, 10, 58, 34]"
386.png,221,"[2, 2, 1]",3,70,43,"[7, 9, 53, 38]"
387.png,55,"[5, 5]",2,118,83,"[19, 6, 80, 71]"
388.png,91,"[9, 1]",2,50,33,"[7, 5, 36, 29]"
389.png,469,"[4, 6, 9]",3,172,106,"[28, 21, 137, 91]"
390.png,52,"[5, 2]",2,56,29,"[18, 2, 50, 28]"
391.png,311,"[3, 1, 1]",3,100,82,"[8, 13, 87, 73]"
392.png,41,"[4, 1]",2,89,37,"[35, 10, 55, 32]"
393.png,201,"[2, 0, 1]",3,77,49,"[0, 5, 62, 45]"
394.png,168,"[1, 6, 8]",3,140,78,"[16, 11, 103, 67]"
395.png,333,"[3, 3, 3]",3,100,51,"[9, 5, 78, 48]"
396.png,62,"[6, 2]",2,118,50,"[39, 8, 83, 42]"
397.png,27,"[2, 7]",2,35,19,"[8, 1, 27, 19]"
398.png,103,"[1, 0, 3]",3,83,31,"[8, 4, 62, 29]"
399.png,125,"[1, 2, 5]",3,73,43,"[14, 6, 51, 38]"
400.png,118,"[1, 1, 8]",3,57,33,"[8, 8, 38, 30]"
401.png,223,"[2, 2, 3]",3,57,26,"[5, 3, 37, 23]"
402.png,784,"[7, 8, 4]",3,48,29,"[8, 4, 36, 24]"
403.png,178,"[1, 7, 8]",3,48,34,"[7, 2, 37, 30]"
404.png,67,"[6, 7]",2,81,43,"[19, 1, 50, 44]"
405.png,255,"[2, 5, 5]",3,110,71,"[-1, 6, 87, 60]"
406.png,253,"[2, 5, 3]",3,117,61,"[22, 1, 93, 55]"
407.png,411,"[4, 1, 1]",3,107,68,"[12, 3, 91, 70]"
408.png,267,"[2, 6, 7]",3,94,56,"[13, 6, 62, 48]"
409.png,72,"[7, 2]",2,131,112,"[35, 28, 96, 110]"
410.png,44,"[4, 4]",2,76,64,"[6, 10, 51, 47]"
411.png,96,"[9, 6]",2,80,58,"[10, 5, 57, 55]"
412.png,12,"[1, 2]",2,52,23,"[18, 3, 35, 19]"
413.png,49,"[4, 9]",2,202,88,"[61, 11, 128, 78]"
414.png,8,[8],1,93,35,"[33, 7, 45, 29]"
415.png,50,"[5, 0]",2,116,48,"[32, 4, 88, 45]"
416.png,3,[3],1,94,50,"[38, 6, 58, 42]"
417.png,5,[5],1,65,34,"[26, 8, 41, 28]"
418.png,586,"[5, 8, 6]",3,89,51,"[11, 4, 73, 46]"
419.png,114,"[1, 1, 4]",3,78,41,"[11, 3, 59, 37]"
420.png,136,"[1, 3, 6]",3,98,68,"[21, 20, 68, 51]"
421.png,32,"[3, 2]",2,106,54,"[18, 4, 61, 44]"
422.png,94,"[9, 4]",2,99,37,"[37, 7, 64, 31]"
423.png,35,"[3, 5]",2,101,68,"[15, 1, 76, 61]"
424.png,33,"[3, 3]",2,84,43,"[28, 4, 64, 40]"
425.png,322,"[3, 2, 2]",3,179,98,"[12, 18, 142, 76]"
426.png,27,"[2, 7]",2,93,41,"[32, 10, 60, 32]"
427.png,366,"[3, 6, 6]",3,170,105,"[22, 15, 119, 86]"
428.png,425,"[4, 2, 5]",3,51,35,"[9, 3, 42, 30]"
429.png,2000,"[2, 0, 0, 0]",4,178,107,"[18, 15, 139, 90]"
430.png,139,"[1, 3, 9]",3,67,47,"[11, 10, 48, 37]"
431.png,411,"[4, 1, 1]",3,81,71,"[15, 16, 59, 51]"
432.png,773,"[7, 7, 3]",3,139,80,"[17, 9, 106, 71]"
433.png,127,"[1, 2, 7]",3,78,34,"[5, 1, 51, 32]"
434.png,421,"[4, 2, 1]",3,103,67,"[17, 14, 69, 49]"
435.png,36,"[3, 6]",2,117,108,"[19, 15, 87, 91]"
436.png,2517,"[2, 5, 1, 7]",4,156,93,"[18, 19, 112, 79]"
437.png,181,"[1, 8, 1]",3,66,35,"[9, 2, 48, 33]"
438.png,301,"[3, 0, 1]",3,101,58,"[13, 1, 77, 50]"
439.png,175,"[1, 7, 5]",3,101,57,"[19, 9, 66, 48]"
440.png,25,"[2, 5]",2,41,39,"[9, 4, 29, 33]"
441.png,2372,"[2, 3, 7, 2]",4,100,43,"[12, 10, 66, 35]"
442.png,67,"[6, 7]",2,123,54,"[44, 10, 76, 46]"
443.png,49,"[4, 9]",2,96,57,"[14, 5, 70, 50]"
444.png,596,"[5, 9, 6]",3,179,67,"[29, 2, 133, 64]"
445.png,570,"[5, 7, 0]",3,73,54,"[8, 12, 57, 43]"
446.png,10,"[1, 0]",2,104,77,"[19, 1, 82, 70]"
447.png,13,"[1, 3]",2,66,63,"[12, 10, 48, 52]"
448.png,157,"[1, 5, 7]",3,81,77,"[11, 20, 57, 53]"
449.png,102,"[1, 0, 2]",3,115,92,"[10, 10, 86, 84]"
450.png,65,"[6, 5]",2,163,63,"[45, 6, 122, 57]"
451.png,161,"[1, 6, 1]",3,182,107,"[50, 15, 129, 84]"
452.png,799,"[7, 9, 9]",3,119,63,"[13, 7, 90, 58]"
453.png,646,"[6, 4, 6]",3,72,40,"[12, 3, 47, 34]"
454.png,1842,"[1, 8, 4, 2]",4,111,78,"[10, 15, 83, 62]"
455.png,19,"[1, 9]",2,74,34,"[20, 4, 53, 32]"
456.png,2,[2],1,59,27,"[26, 8, 36, 26]"
457.png,692,"[6, 9, 2]",3,74,63,"[11, 14, 55, 55]"
458.png,183,"[1, 8, 3]",3,39,22,"[5, 1, 30, 20]"
459.png,337,"[3, 3, 7]",3,112,77,"[20, 14, 87, 63]"
460.png,233,"[2, 3, 3]",3,85,62,"[13, 12, 54, 49]"
461.png,20,"[2, 0]",2,67,60,"[14, 8, 45, 52]"
462.png,46,"[4, 6]",2,60,27,"[22, 7, 40, 21]"
463.png,22,"[2, 2]",2,155,63,"[47, 8, 108, 55]"
464.png,367,"[3, 6, 7]",3,145,113,"[17, 16, 111, 94]"
465.png,16,"[1, 6]",2,247,181,"[39, 18, 189, 162]"
466.png,24,"[2, 4]",2,47,36,"[8, 2, 35, 37]"
467.png,104,"[1, 0, 4]",3,56,35,"[7, 2, 43, 30]"
468.png,646,"[6, 4, 6]",3,417,180,"[9, 1, 346, 186]"
469.png,107,"[1, 0, 7]",3,84,79,"[13, 12, 54, 66]"
470.png,166,"[1, 6, 6]",3,52,26,"[7, 5, 40, 22]"
471.png,54,"[5, 4]",2,68,71,"[9, 12, 46, 58]"
472.png,53,"[5, 3]",2,237,243,"[20, 30, 178, 216]"
473.png,347,"[3, 4, 7]",3,145,83,"[24, 11, 103, 74]"
474.png,27,"[2, 7]",2,73,58,"[11, 5, 54, 55]"
475.png,376,"[3, 7, 6]",3,57,33,"[4, 4, 44, 30]"
476.png,121,"[1, 2, 1]",3,59,36,"[4, 4, 45, 33]"
477.png,227,"[2, 2, 7]",3,41,29,"[7, 5, 30, 23]"
478.png,40,"[4, 0]",2,74,64,"[12, 10, 53, 57]"
479.png,64,"[6, 4]",2,103,103,"[14, 14, 77, 87]"
480.png,23,"[2, 3]",2,69,40,"[6, 3, 51, 35]"
481.png,441,"[4, 4, 1]",3,133,55,"[27, 6, 89, 43]"
482.png,12,"[1, 2]",2,127,75,"[10, 11, 59, 65]"
483.png,29,"[2, 9]",2,94,42,"[28, 3, 66, 41]"
484.png,9,[9],1,75,42,"[28, 3, 46, 42]"
485.png,474,"[4, 7, 4]",3,97,69,"[10, 14, 72, 56]"
486.png,37,"[3, 7]",2,102,44,"[39, 6, 63, 39]"
487.png,165,"[1, 6, 5]",3,106,57,"[14, 1, 80, 57]"
488.png,335,"[3, 3, 5]",3,87,64,"[13, 12, 63, 53]"
489.png,2725,"[2, 7, 2, 5]",4,59,33,"[4, 6, 48, 29]"
490.png,501,"[5, 0, 1]",3,51,32,"[4, 0, 42, 27]"
491.png,238,"[2, 3, 8]",3,52,30,"[6, 2, 41, 26]"
492.png,29,"[2, 9]",2,114,47,"[39, 8, 74, 44]"
493.png,82,"[8, 2]",2,95,42,"[38, 11, 58, 34]"
494.png,439,"[4, 3, 9]",3,102,74,"[11, 10, 79, 62]"
495.png,360,"[3, 6, 0]",3,211,111,"[46, 11, 162, 99]"
496.png,440,"[4, 4, 0]",3,72,47,"[9, 7, 54, 42]"
497.png,23,"[2, 3]",2,70,55,"[14, 12, 43, 41]"
498.png,633,"[6, 3, 3]",3,71,33,"[8, 3, 54, 25]"
499.png,17,"[1, 7]",2,129,64,"[45, 20, 83, 56]"
500.png,7,[7],1,126,70,"[33, 9, 62, 60]"
501.png,21,"[2, 1]",2,76,57,"[13, 11, 54, 54]"
502.png,120,"[1, 2, 0]",3,74,37,"[22, 3, 62, 35]"
503.png,299,"[2, 9, 9]",3,97,41,"[13, 9, 67, 35]"
504.png,128,"[1, 2, 8]",3,72,33,"[24, 7, 57, 26]"
505.png,152,"[1, 5, 2]",3,81,71,"[18, 18, 53, 50]"
506.png,75,"[7, 5]",2,93,68,"[10, 8, 74, 62]"
507.png,37,"[3, 7]",2,66,40,"[9, 6, 54, 35]"
508.png,99,"[9, 9]",2,71,47,"[10, 8, 51, 39]"
509.png,0,[0],1,181,79,"[89, 13, 127, 69]"
510.png,155,"[1, 5, 5]",3,69,63,"[10, 15, 50, 50]"
511.png,57,"[5, 7]",2,70,50,"[10, 5, 46, 47]"
512.png,143,"[1, 4, 3]",3,70,38,"[12, 1, 50, 33]"
513.png,18,"[1, 8]",2,58,27,"[18, 3, 42, 26]"
514.png,69,"[6, 9]",2,64,26,"[24, 6, 41, 22]"
515.png,15,"[1, 5]",2,81,37,"[25, 3, 56, 34]"
516.png,622,"[6, 2, 2]",3,83,43,"[10, 4, 57, 37]"
517.png,55,"[5, 5]",2,53,41,"[9, 8, 41, 42]"
518.png,418,"[4, 1, 8]",3,82,55,"[18, 14, 53, 43]"
519.png,114,"[1, 1, 4]",3,89,64,"[24, 22, 53, 46]"
520.png,40,"[4, 0]",2,109,73,"[31, 2, 78, 64]"
521.png,369,"[3, 6, 9]",3,68,56,"[12, 1, 59, 49]"
522.png,1329,"[1, 3, 2, 9]",4,108,36,"[9, 3, 83, 34]"
523.png,86,"[8, 6]",2,70,63,"[12, 7, 52, 58]"
524.png,586,"[5, 8, 6]",3,74,42,"[14, 10, 52, 34]"
525.png,15,"[1, 5]",2,155,180,"[36, 56, 100, 153]"
526.png,869,"[8, 6, 9]",3,180,100,"[34, 9, 126, 78]"
527.png,90,"[9, 0]",2,92,63,"[6, 6, 61, 60]"
528.png,63,"[6, 3]",2,96,55,"[8, 2, 74, 53]"
529.png,21,"[2, 1]",2,116,48,"[49, 14, 72, 36]"
530.png,109,"[1, 0, 9]",3,109,65,"[13, 14, 79, 52]"
531.png,768,"[7, 6, 8]",3,82,39,"[11, 5, 62, 31]"
532.png,205,"[2, 0, 5]",3,76,48,"[11, 5, 63, 44]"
533.png,45,"[4, 5]",2,49,26,"[8, 1, 38, 25]"
534.png,26,"[2, 6]",2,102,44,"[34, 8, 69, 36]"
535.png,215,"[2, 1, 5]",3,153,76,"[9, 13, 121, 70]"
536.png,450,"[4, 5, 0]",3,229,132,"[26, 19, 168, 107]"
537.png,1157,"[1, 1, 5, 7]",4,95,63,"[11, 15, 72, 49]"
538.png,500,"[5, 0, 0]",3,104,55,"[14, 1, 63, 55]"
539.png,16,"[1, 6]",2,65,33,"[24, 9, 42, 27]"
540.png,9,[9],1,60,33,"[25, 9, 35, 26]"
541.png,47,"[4, 7]",2,68,40,"[26, 7, 48, 34]"
542.png,623,"[6, 2, 3]",3,235,128,"[22, 35, 119, 93]"
543.png,151,"[1, 5, 1]",3,303,131,"[101, 23, 169, 82]"
544.png,76,"[7, 6]",2,108,83,"[16, 13, 81, 62]"
545.png,210,"[2, 1, 0]",3,202,140,"[25, 18, 151, 122]"
546.png,81,"[8, 1]",2,84,41,"[30, 8, 55, 35]"
547.png,1857,"[1, 8, 5, 7]",4,233,146,"[20, 7, 194, 127]"
548.png,390,"[3, 9, 0]",3,101,63,"[4, 15, 58, 55]"
549.png,40,"[4, 0]",2,85,37,"[35, 9, 54, 31]"
550.png,257,"[2, 5, 7]",3,122,82,"[14, 20, 95, 74]"
551.png,147,"[1, 4, 7]",3,137,63,"[32, 6, 92, 56]"
552.png,37,"[3, 7]",2,67,43,"[20, 8, 48, 33]"
553.png,590,"[5, 9, 0]",3,184,105,"[19, 1, 147, 93]"
554.png,251,"[2, 5, 1]",3,85,42,"[13, 9, 63, 33]"
555.png,154,"[1, 5, 4]",3,111,79,"[6, 11, 83, 64]"
556.png,266,"[2, 6, 6]",3,92,41,"[16, 5, 61, 35]"
557.png,72,"[7, 2]",2,58,54,"[8, 6, 42, 45]"
558.png,7086,"[7, 0, 8, 6]",4,254,111,"[39, 5, 170, 99]"
559.png,1557,"[1, 5, 5, 7]",4,76,54,"[11, 8, 56, 45]"
560.png,110,"[1, 1, 0]",3,59,41,"[7, 8, 47, 33]"
561.png,2000,"[2, 0, 0, 0]",4,98,62,"[11, 16, 74, 49]"
562.png,422,"[4, 2, 2]",3,144,110,"[21, 17, 103, 95]"
563.png,3928,"[3, 9, 2, 8]",4,98,39,"[13, 3, 78, 34]"
564.png,22,"[2, 2]",2,91,65,"[8, 5, 71, 67]"
565.png,160,"[1, 6, 0]",3,58,21,"[17, 5, 43, 19]"
566.png,7112,"[7, 1, 1, 2]",4,60,51,"[9, 8, 43, 43]"
567.png,329,"[3, 2, 9]",3,112,78,"[7, 10, 82, 66]"
568.png,29,"[2, 9]",2,309,161,"[109, 24, 200, 135]"
569.png,18,"[1, 8]",2,133,64,"[51, 12, 90, 50]"
570.png,1208,"[1, 2, 0, 8]",4,84,50,"[12, 5, 66, 42]"
571.png,788,"[7, 8, 8]",3,54,37,"[1, 4, 39, 33]"
572.png,52,"[5, 2]",2,95,40,"[38, 9, 58, 31]"
573.png,135,"[1, 3, 5]",3,89,41,"[15, 1, 66, 41]"
574.png,226,"[2, 2, 6]",3,97,86,"[11, 3, 75, 70]"
575.png,67,"[6, 7]",2,79,62,"[9, 3, 59, 58]"
576.png,613,"[6, 1, 3]",3,143,82,"[15, 11, 114, 70]"
577.png,546,"[5, 4, 6]",3,97,103,"[18, 20, 72, 83]"
578.png,214,"[2, 1, 4]",3,41,34,"[3, 5, 33, 25]"
579.png,228,"[2, 2, 8]",3,69,37,"[9, 4, 55, 33]"
580.png,150,"[1, 5, 0]",3,101,75,"[15, 7, 73, 63]"
581.png,23,"[2, 3]",2,110,51,"[36, 7, 75, 43]"
582.png,152,"[1, 5, 2]",3,91,82,"[10, 13, 67, 72]"
583.png,273,"[2, 7, 3]",3,107,61,"[17, 7, 75, 48]"
584.png,213,"[2, 1, 3]",3,71,69,"[12, 19, 50, 52]"
585.png,400,"[4, 0, 0]",3,221,114,"[33, 17, 157, 86]"
586.png,521,"[5, 2, 1]",3,185,149,"[2, 25, 152, 126]"
587.png,3,[3],1,72,37,"[28, 3, 45, 33]"
588.png,314,"[3, 1, 4]",3,99,63,"[19, 11, 71, 57]"
589.png,196,"[1, 9, 6]",3,280,183,"[24, 28, 193, 164]"
590.png,680,"[6, 8, 0]",3,101,57,"[9, 3, 80, 57]"
591.png,324,"[3, 2, 4]",3,160,65,"[17, 2, 121, 60]"
592.png,122,"[1, 2, 2]",3,114,47,"[19, 7, 75, 34]"
593.png,25,"[2, 5]",2,116,51,"[39, 11, 77, 42]"
594.png,102,"[1, 0, 2]",3,121,78,"[14, 6, 84, 78]"
595.png,163,"[1, 6, 3]",3,119,55,"[38, 7, 83, 47]"
596.png,62,"[6, 2]",2,54,49,"[4, 6, 38, 45]"
597.png,181,"[1, 8, 1]",3,110,61,"[13, 6, 83, 55]"
598.png,3000,"[3, 0, 0, 0]",4,109,71,"[18, 15, 80, 56]"
599.png,327,"[3, 2, 7]",3,95,62,"[15, 7, 68, 54]"
600.png,357,"[3, 5, 7]",3,106,64,"[13, 13, 81, 55]"
601.png,57,"[5, 7]",2,62,27,"[22, 6, 43, 24]"
602.png,1831,"[1, 8, 3, 1]",4,62,27,"[6, 1, 47, 26]"
603.png,48,"[4, 8]",2,49,22,"[4, 1, 38, 22]"
604.png,334,"[3, 3, 4]",3,46,32,"[4, 3, 39, 27]"
605.png,192,"[1, 9, 2]",3,81,47,"[8, 3, 60, 38]"
606.png,97,"[9, 7]",2,124,92,"[14, 13, 84, 76]"
607.png,41,"[4, 1]",2,175,134,"[26, 7, 117, 115]"
608.png,48,"[4, 8]",2,45,37,"[7, 2, 38, 32]"
609.png,117,"[1, 1, 7]",3,57,47,"[12, 5, 43, 39]"
610.png,9,[9],1,78,44,"[44, 9, 60, 37]"
611.png,236,"[2, 3, 6]",3,100,58,"[7, 10, 78, 45]"
612.png,5,[5],1,80,70,"[16, 14, 44, 57]"
613.png,12,"[1, 2]",2,83,35,"[25, 4, 59, 32]"
614.png,405,"[4, 0, 5]",3,106,52,"[12, 5, 83, 45]"
615.png,50,"[5, 0]",2,47,42,"[7, 8, 38, 39]"
616.png,12,"[1, 2]",2,87,40,"[36, 10, 54, 33]"
617.png,60,"[6, 0]",2,58,40,"[6, 6, 43, 36]"
618.png,298,"[2, 9, 8]",3,133,63,"[15, 1, 93, 52]"
619.png,47,"[4, 7]",2,62,30,"[21, 3, 43, 28]"
620.png,421,"[4, 2, 1]",3,80,63,"[15, 13, 61, 43]"
621.png,13,"[1, 3]",2,66,47,"[16, 9, 39, 39]"
622.png,319,"[3, 1, 9]",3,111,57,"[18, 9, 81, 52]"
623.png,100,"[1, 0, 0]",3,72,48,"[6, 3, 54, 45]"
624.png,87,"[8, 7]",2,83,70,"[14, 8, 61, 60]"
625.png,50,"[5, 0]",2,157,117,"[25, 12, 114, 103]"
626.png,139,"[1, 3, 9]",3,151,78,"[18, 10, 103, 67]"
627.png,30,"[3, 0]",2,177,51,"[105, 8, 134, 41]"
628.png,78,"[7, 8]",2,45,27,"[10, 2, 32, 24]"
629.png,33,"[3, 3]",2,76,35,"[26, 3, 53, 31]"
630.png,350,"[3, 5, 0]",3,69,41,"[9, 4, 52, 37]"
631.png,289,"[2, 8, 9]",3,86,49,"[4, 1, 67, 43]"
632.png,85,"[8, 5]",2,75,69,"[15, 10, 54, 60]"
633.png,770,"[7, 7, 0]",3,38,15,"[2, 1, 30, 15]"
634.png,396,"[3, 9, 6]",3,116,77,"[12, 10, 89, 70]"
635.png,39,"[3, 9]",2,104,49,"[37, 11, 63, 42]"
636.png,285,"[2, 8, 5]",3,69,40,"[12, 8, 53, 38]"
637.png,253,"[2, 5, 3]",3,85,57,"[11, 12, 65, 45]"
638.png,330,"[3, 3, 0]",3,154,110,"[5, 13, 128, 98]"
639.png,39,"[3, 9]",2,45,44,"[9, 11, 33, 33]"
640.png,23,"[2, 3]",2,131,54,"[47, 16, 89, 44]"
641.png,350,"[3, 5, 0]",3,75,33,"[8, 2, 55, 33]"
642.png,210,"[2, 1, 0]",3,90,55,"[23, 12, 45, 43]"
643.png,342,"[3, 4, 2]",3,95,80,"[18, 26, 70, 61]"
644.png,287,"[2, 8, 7]",3,120,78,"[15, 14, 86, 72]"
645.png,599,"[5, 9, 9]",3,64,42,"[-1, 1, 58, 40]"
646.png,37,"[3, 7]",2,70,38,"[14, 1, 47, 30]"
647.png,302,"[3, 0, 2]",3,117,68,"[11, 1, 100, 61]"
648.png,196,"[1, 9, 6]",3,81,30,"[23, 6, 58, 25]"
649.png,25,"[2, 5]",2,98,42,"[36, 10, 70, 37]"
650.png,126,"[1, 2, 6]",3,59,29,"[9, 1, 46, 26]"
651.png,405,"[4, 0, 5]",3,117,69,"[11, 1, 104, 72]"
652.png,27,"[2, 7]",2,89,54,"[9, 9, 56, 46]"
653.png,62,"[6, 2]",2,47,29,"[5, 4, 34, 28]"
654.png,40,"[4, 0]",2,140,74,"[20, 9, 90, 64]"
655.png,663,"[6, 6, 3]",3,141,99,"[16, 22, 104, 74]"
656.png,184,"[1, 8, 4]",3,55,36,"[11, 4, 36, 29]"
657.png,311,"[3, 1, 1]",3,167,41,"[104, 9, 130, 34]"
658.png,28,"[2, 8]",2,91,40,"[30, 6, 63, 34]"
659.png,1613,"[1, 6, 1, 3]",4,139,75,"[14, 9, 106, 65]"
660.png,80,"[8, 0]",2,77,92,"[26, 18, 74, 70]"
661.png,147,"[1, 4, 7]",3,69,45,"[15, 3, 43, 36]"
662.png,533,"[5, 3, 3]",3,114,63,"[13, 9, 85, 50]"
663.png,349,"[3, 4, 9]",3,89,55,"[12, 10, 70, 44]"
664.png,22,"[2, 2]",2,63,49,"[16, 10, 45, 38]"
665.png,83,"[8, 3]",2,71,55,"[16, 14, 48, 43]"
666.png,29,"[2, 9]",2,85,36,"[31, 8, 56, 31]"
667.png,35,"[3, 5]",2,55,34,"[14, 7, 37, 29]"
668.png,40,"[4, 0]",2,50,48,"[3, 9, 36, 38]"
669.png,2,[2],1,53,58,"[10, 2, 41, 54]"
670.png,23,"[2, 3]",2,70,42,"[10, 7, 46, 34]"
671.png,195,"[1, 9, 5]",3,107,71,"[12, 11, 79, 61]"
672.png,16,"[1, 6]",2,71,35,"[22, 3, 49, 33]"
673.png,82,"[8, 2]",2,68,41,"[7, 5, 43, 37]"
674.png,170,"[1, 7, 0]",3,53,51,"[12, 14, 37, 34]"
675.png,0,[0],1,75,36,"[40, 6, 55, 28]"
676.png,119,"[1, 1, 9]",3,142,75,"[23, 5, 103, 73]"
677.png,46,"[4, 6]",2,62,41,"[9, 5, 44, 39]"
678.png,49,"[4, 9]",2,108,89,"[10, 12, 80, 79]"
679.png,341,"[3, 4, 1]",3,43,28,"[7, 4, 33, 26]"
680.png,92,"[9, 2]",2,84,35,"[28, 4, 59, 31]"
681.png,668,"[6, 6, 8]",3,100,80,"[15, 9, 75, 67]"
682.png,4,[4],1,170,84,"[78, 15, 97, 69]"
683.png,155,"[1, 5, 5]",3,94,41,"[13, 1, 60, 37]"
684.png,1919,"[1, 9, 1, 9]",4,113,92,"[25, 29, 77, 59]"
685.png,728,"[7, 2, 8]",3,77,28,"[24, 6, 58, 28]"
686.png,39,"[3, 9]",2,66,46,"[17, 1, 41, 39]"
687.png,10,"[1, 0]",2,87,49,"[17, 10, 48, 40]"
688.png,122,"[1, 2, 2]",3,131,98,"[40, 22, 79, 57]"
689.png,170,"[1, 7, 0]",3,85,72,"[15, 5, 64, 67]"
690.png,208,"[2, 0, 8]",3,47,27,"[6, 1, 42, 27]"
691.png,1361,"[1, 3, 6, 1]",4,72,42,"[12, 6, 56, 39]"
692.png,450,"[4, 5, 0]",3,62,36,"[11, 5, 52, 36]"
693.png,207,"[2, 0, 7]",3,55,46,"[8, 7, 45, 37]"
694.png,1995,"[1, 9, 9, 5]",4,147,57,"[13, 1, 116, 52]"
695.png,353,"[3, 5, 3]",3,435,320,"[7, 71, 357, 319]"
696.png,7,[7],1,302,162,"[105, 29, 196, 144]"
697.png,125,"[1, 2, 5]",3,36,19,"[1, 1, 26, 19]"
698.png,15,"[1, 5]",2,80,35,"[32, 4, 49, 31]"
699.png,53,"[5, 3]",2,174,76,"[64, 21, 114, 58]"
700.png,283,"[2, 8, 3]",3,71,53,"[10, 10, 57, 43]"
701.png,133,"[1, 3, 3]",3,68,76,"[3, 9, 64, 71]"
702.png,122,"[1, 2, 2]",3,106,68,"[18, 14, 69, 55]"
703.png,277,"[2, 7, 7]",3,157,86,"[21, 9, 121, 87]"
704.png,22,"[2, 2]",2,68,33,"[27, 9, 44, 24]"
705.png,58,"[5, 8]",2,92,43,"[30, 3, 63, 39]"
706.png,288,"[2, 8, 8]",3,91,41,"[9, 1, 73, 37]"
707.png,321,"[3, 2, 1]",3,88,48,"[9, 5, 62, 42]"
708.png,313,"[3, 1, 3]",3,67,42,"[12, 7, 48, 33]"
709.png,162,"[1, 6, 2]",3,119,71,"[11, 6, 96, 58]"
710.png,14,"[1, 4]",2,105,75,"[18, 16, 64, 60]"
711.png,188,"[1, 8, 8]",3,156,117,"[18, 15, 125, 96]"
712.png,274,"[2, 7, 4]",3,157,83,"[13, 24, 99, 86]"
713.png,25,"[2, 5]",2,112,48,"[42, 12, 72, 38]"
714.png,40,"[4, 0]",2,123,50,"[43, 10, 83, 43]"
715.png,362,"[3, 6, 2]",3,275,188,"[31, 41, 201, 142]"
716.png,101,"[1, 0, 1]",3,41,30,"[4, 1, 38, 29]"
717.png,190,"[1, 9, 0]",3,85,56,"[11, 6, 60, 51]"
718.png,142,"[1, 4, 2]",3,101,79,"[21, 22, 72, 60]"
719.png,78,"[7, 8]",2,86,37,"[26, 6, 54, 35]"
720.png,449,"[4, 4, 9]",3,52,33,"[12, 3, 36, 30]"
721.png,241,"[2, 4, 1]",3,53,33,"[10, 8, 43, 32]"
722.png,616,"[6, 1, 6]",3,97,50,"[14, 6, 75, 43]"
723.png,227,"[2, 2, 7]",3,196,113,"[22, 21, 133, 91]"
724.png,1330,"[1, 3, 3, 0]",4,94,54,"[7, 7, 72, 43]"
725.png,0,[0],1,104,41,"[48, 8, 74, 33]"
726.png,6,[6],1,42,30,"[19, 3, 36, 25]"
727.png,769,"[7, 6, 9]",3,66,35,"[9, 4, 48, 31]"
728.png,320,"[3, 2, 0]",3,158,62,"[12, 1, 119, 55]"
729.png,7,[7],1,39,21,"[15, 2, 26, 20]"
730.png,61,"[6, 1]",2,62,28,"[17, 3, 46, 27]"
731.png,441,"[4, 4, 1]",3,111,87,"[24, 15, 76, 68]"
732.png,1637,"[1, 6, 3, 7]",4,76,30,"[7, 3, 58, 31]"
733.png,519,"[5, 1, 9]",3,72,44,"[15, 10, 52, 37]"
734.png,436,"[4, 3, 6]",3,120,84,"[19, 22, 84, 60]"
735.png,749,"[7, 4, 9]",3,140,76,"[13, 12, 124, 64]"
736.png,1177,"[1, 1, 7, 7]",4,138,58,"[10, 5, 108, 54]"
737.png,311,"[3, 1, 1]",3,84,49,"[18, 9, 55, 41]"
738.png,2253,"[2, 2, 5, 3]",4,84,41,"[10, 2, 65, 39]"
739.png,72,"[7, 2]",2,122,82,"[32, 16, 78, 67]"
740.png,751,"[7, 5, 1]",3,102,57,"[14, 6, 73, 51]"
741.png,66,"[6, 6]",2,91,83,"[18, 17, 68, 66]"
742.png,9,[9],1,90,63,"[19, 11, 47, 51]"
743.png,229,"[2, 2, 9]",3,150,72,"[11, 9, 86, 59]"
744.png,53,"[5, 3]",2,103,84,"[22, 14, 87, 68]"
745.png,81,"[8, 1]",2,96,44,"[40, 9, 58, 36]"
746.png,787,"[7, 8, 7]",3,101,70,"[15, 0, 78, 55]"
747.png,233,"[2, 3, 3]",3,157,104,"[14, 18, 120, 91]"
748.png,22,"[2, 2]",2,91,92,"[19, 12, 66, 67]"
749.png,1135,"[1, 1, 3, 5]",4,139,56,"[15, 2, 103, 47]"
750.png,231,"[2, 3, 1]",3,100,85,"[15, 25, 65, 62]"
751.png,2,[2],1,59,30,"[24, 5, 37, 18]"
752.png,103,"[1, 0, 3]",3,207,159,"[73, 48, 122, 99]"
753.png,130,"[1, 3, 0]",3,106,63,"[14, 11, 76, 54]"
754.png,13,"[1, 3]",2,188,91,"[70, 25, 120, 80]"
755.png,176,"[1, 7, 6]",3,128,99,"[25, 27, 89, 74]"
756.png,42,"[4, 2]",2,86,36,"[28, 9, 58, 31]"
757.png,30,"[3, 0]",2,54,47,"[7, 3, 40, 42]"
758.png,1551,"[1, 5, 5, 1]",4,141,85,"[22, 13, 112, 72]"
